queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time,hour,time_period,is_weekend
1340,9,16,4,7.4,0,Wednesday,11:56,14.0,23.7,26.0,11,Morning,False
1594,6,13,6,9.8,0,Thursday,23:37,8.3,12.2,7.9,23,Night,False
2829,12,15,3,8.6,0,Monday,11:49,13.8,26.8,62.2,11,Morning,False
2255,13,18,5,8.1,0,Sunday,11:39,7.3,6.7,22.5,11,Morning,True
1443,12,19,6,6.8,0,Monday,12:06,11.5,12.9,22.6,12,Afternoon,False
262,12,17,4,8.5,0,Saturday,11:19,12.5,17.7,39.7,11,Morning,True
2619,13,18,5,9.9,1,Saturday,15:50,11.4,14.2,42.1,15,Afternoon,True
2972,9,12,3,5.5,1,Saturday,15:23,13.6,5.3,26.0,15,Afternoon,True
2234,5,10,4,10.3,0,Monday,09:52,2.9,15.9,18.4,9,Morning,False
2679,8,13,4,8.1,0,Thursday,15:22,12.3,23.0,18.2,15,Afternoon,False
2645,5,7,2,13.2,2,Thursday,22:09,2.1,33.6,44.1,22,Night,False
835,11,14,3,6.9,0,Thursday,21:09,4.9,27.9,31.4,21,Night,False
3057,6,10,3,7.2,1,Tuesday,07:32,8.5,18.2,20.0,7,Morning,False
3612,9,14,3,7.5,1,Tuesday,07:00,9.9,23.4,28.5,7,Morning,False
2990,3,8,4,8.5,0,Tuesday,16:31,4.9,17.3,10.2,16,Afternoon,False
3709,11,14,3,9.3,0,Wednesday,07:27,7.1,17.6,38.0,7,Morning,False
341,14,20,6,12.6,1,Monday,16:37,14.2,13.5,44.9,16,Afternoon,False
2824,10,14,4,5.3,0,Thursday,08:56,12.2,8.3,38.3,8,Morning,False
749,6,10,4,7.3,0,Saturday,16:03,9.3,24.2,20.2,16,Afternoon,True
1875,8,12,2,5.4,0,Tuesday,14:42,6.5,25.9,64.5,14,Afternoon,False
481,10,17,4,8.7,0,Saturday,10:53,9.3,16.2,28.7,10,Morning,True
2338,5,10,4,10.0,1,Monday,08:23,8.7,16.5,22.5,8,Morning,False
2593,13,19,5,9.2,0,Monday,17:35,6.7,21.7,34.6,17,Evening,False
3229,2,6,4,7.0,0,Thursday,08:27,3.9,3.4,0.8,8,Morning,False
2115,8,12,4,10.8,1,Wednesday,18:47,9.6,16.2,33.0,18,Evening,False
784,10,15,4,14.3,1,Monday,10:25,13.2,35.4,57.0,10,Morning,False
3413,3,8,2,9.8,1,Wednesday,00:13,3.6,18.2,17.3,0,Night,False
3037,4,9,3,7.4,1,Tuesday,08:21,2.7,14.4,16.6,8,Morning,False
2597,3,8,4,3.6,0,Wednesday,09:17,7.6,0.0,0.0,9,Morning,False
3719,12,17,5,6.6,0,Tuesday,12:15,13.9,12.9,24.5,12,Afternoon,False
3293,15,20,3,6.5,0,Tuesday,10:13,8.0,31.6,36.4,10,Morning,False
2484,3,9,4,7.2,0,Saturday,08:16,8.3,14.8,3.2,8,Morning,True
2122,8,11,3,4.6,0,Friday,14:56,9.4,16.5,18.3,14,Afternoon,False
1603,11,16,4,7.1,0,Wednesday,15:53,9.0,17.1,23.9,15,Afternoon,False
2611,3,6,3,10.0,0,Sunday,19:59,10.4,24.0,13.1,19,Evening,True
2801,12,16,3,9.6,1,Wednesday,02:09,8.2,20.4,38.5,2,Night,False
2929,8,13,4,5.8,0,Thursday,14:25,11.7,10.7,18.7,14,Afternoon,False
1272,8,15,5,11.4,1,Monday,14:59,9.7,13.8,32.5,14,Afternoon,False
3217,12,17,5,6.6,2,Saturday,11:19,11.1,18.3,31.5,11,Morning,True
3043,4,7,3,5.2,2,Friday,08:11,6.6,6.9,15.1,8,Morning,False
1128,12,16,4,7.3,1,Tuesday,14:55,8.4,27.8,32.3,14,Afternoon,False
627,19,20,1,3.1,1,Friday,11:09,13.7,33.5,85.5,11,Morning,False
348,15,22,5,7.5,2,Wednesday,15:50,12.2,1.5,22.1,15,Afternoon,False
3254,4,10,5,5.7,1,Thursday,16:06,12.8,5.7,7.9,16,Afternoon,False
2532,6,11,5,8.2,0,Friday,05:11,5.9,15.3,11.2,5,Night,False
2091,9,16,4,7.7,3,Wednesday,07:58,10.7,12.3,29.7,7,Morning,False
980,7,11,3,10.4,0,Thursday,11:15,5.4,20.1,28.8,11,Morning,False
1424,7,11,3,10.8,0,Sunday,11:07,9.0,14.2,32.2,11,Morning,True
3472,12,16,4,3.8,0,Monday,07:14,5.4,4.5,7.2,7,Morning,False
2953,12,18,4,9.7,1,Saturday,13:40,16.1,41.5,52.6,13,Afternoon,True
912,13,19,4,2.6,0,Saturday,07:07,7.1,0.0,9.2,7,Morning,True
3566,13,18,4,7.8,1,Wednesday,14:13,7.6,12.8,37.9,14,Afternoon,False
633,16,21,4,6.9,0,Thursday,12:21,11.7,18.7,41.7,12,Afternoon,False
2869,3,7,2,4.8,0,Sunday,00:29,3.9,7.7,5.3,0,Night,True
446,2,5,3,10.0,0,Thursday,19:58,6.1,13.0,11.8,19,Evening,False
618,13,18,4,7.3,0,Thursday,20:52,10.3,26.5,28.0,20,Evening,False
2096,10,15,3,10.0,1,Sunday,09:49,7.2,18.4,34.5,9,Morning,True
2884,3,7,4,5.5,0,Tuesday,09:19,10.2,20.4,8.7,9,Morning,False
2603,9,12,3,9.6,1,Wednesday,14:09,11.9,18.0,42.8,14,Afternoon,False
2078,12,16,3,11.3,1,Saturday,11:04,9.6,41.5,72.7,11,Morning,True
1989,15,19,4,4.6,0,Thursday,08:11,7.3,10.6,19.7,8,Morning,False
2443,8,13,4,2.0,1,Tuesday,15:00,5.5,8.4,7.0,15,Afternoon,False
3378,11,18,6,8.2,0,Wednesday,19:25,10.7,3.9,17.8,19,Evening,False
3480,14,18,4,6.6,1,Thursday,11:51,11.4,12.3,35.5,11,Morning,False
1466,7,11,4,6.9,0,Thursday,00:05,4.9,4.9,8.3,0,Night,False
1658,9,13,4,2.9,3,Wednesday,20:20,8.6,0.0,13.5,20,Evening,False
3167,13,17,4,7.5,1,Friday,20:14,10.8,0.0,35.2,20,Evening,False
116,11,16,4,5.4,2,Wednesday,18:48,10.0,16.1,20.9,18,Evening,False
1495,8,13,4,8.7,0,Friday,07:52,7.3,20.7,24.1,7,Morning,False
354,9,14,4,8.7,1,Wednesday,17:15,12.2,25.0,34.9,17,Evening,False
1233,8,14,4,4.2,0,Tuesday,19:40,9.5,0.0,10.5,19,Evening,False
614,7,9,1,5.9,0,Friday,18:51,8.7,54.3,65.5,18,Evening,False
1642,6,11,4,3.8,1,Thursday,20:16,9.6,0.0,12.8,20,Evening,False
1973,10,15,5,7.2,0,Friday,07:25,12.8,0.0,18.1,7,Morning,False
2336,11,15,3,9.2,0,Tuesday,19:42,10.8,14.3,43.4,19,Evening,False
3702,6,10,3,9.2,0,Saturday,19:25,4.7,30.1,31.2,19,Evening,True
2514,4,6,2,2.5,0,Thursday,09:25,9.9,10.5,8.9,9,Morning,False
3744,5,9,4,7.3,1,Tuesday,05:30,6.7,0.0,12.0,5,Night,False
58,7,12,4,6.0,1,Friday,15:29,8.7,13.9,16.8,15,Afternoon,False
2015,9,14,4,9.5,0,Saturday,17:57,9.3,20.2,34.3,17,Evening,True
3713,17,22,4,4.3,0,Monday,16:36,11.2,6.7,27.8,16,Afternoon,False
2895,10,16,4,2.0,1,Wednesday,12:10,7.7,4.0,7.3,12,Afternoon,False
3896,7,12,4,2.0,0,Sunday,19:09,3.2,5.3,3.7,19,Evening,True
1254,10,15,5,8.2,0,Thursday,17:37,9.8,10.8,22.0,17,Evening,False
3318,4,7,3,9.5,1,Friday,09:35,8.7,36.7,25.1,9,Morning,False
2494,10,14,3,3.3,0,Thursday,14:52,6.9,14.2,15.7,14,Afternoon,False
3596,6,13,4,7.9,1,Wednesday,09:50,5.9,7.8,17.6,9,Morning,False
1953,5,6,1,5.2,0,Tuesday,00:08,7.3,33.8,21.6,0,Night,False
2118,7,12,4,8.7,0,Sunday,08:24,4.7,12.9,14.4,8,Morning,True
1886,10,14,4,8.2,0,Friday,21:56,4.7,1.9,21.0,21,Night,False
3537,3,8,3,7.6,0,Thursday,16:09,10.8,19.2,15.4,16,Afternoon,False
1809,9,14,4,6.1,0,Tuesday,16:02,15.8,6.5,16.4,16,Afternoon,False
561,10,18,6,13.5,1,Tuesday,13:17,10.5,4.1,42.1,13,Afternoon,False
708,10,14,4,7.5,2,Friday,10:58,6.8,12.1,37.7,10,Morning,False
1633,4,10,4,2.0,0,Sunday,14:18,12.8,11.8,0.8,14,Afternoon,True
425,17,22,3,7.9,0,Tuesday,17:22,8.3,35.2,63.4,17,Evening,False
1094,4,10,4,6.3,0,Saturday,16:16,11.2,11.4,9.4,16,Afternoon,True
1377,6,11,5,8.9,0,Friday,04:26,3.1,13.9,8.8,4,Night,False
648,12,18,5,7.2,2,Saturday,12:45,9.1,7.8,33.4,12,Afternoon,True
73,3,8,4,9.2,0,Monday,07:48,5.7,9.6,7.0,7,Morning,False
2067,15,22,5,6.3,1,Thursday,12:06,18.2,12.8,30.1,12,Afternoon,False
1870,5,8,3,7.1,2,Tuesday,08:10,8.1,5.6,18.6,8,Morning,False
3050,4,8,4,9.0,0,Sunday,02:46,4.4,3.0,5.8,2,Night,True
1006,7,15,6,6.5,0,Tuesday,16:17,8.7,8.0,12.0,16,Afternoon,False
621,13,15,2,5.6,0,Tuesday,01:50,11.7,19.8,31.3,1,Night,False
3642,7,13,5,6.7,0,Thursday,10:46,10.0,9.4,14.5,10,Morning,False
288,7,12,4,6.1,0,Monday,16:44,3.7,3.2,14.4,16,Afternoon,False
554,1,5,3,10.0,0,Wednesday,05:24,2.3,19.6,3.7,5,Night,False
1919,9,14,3,8.6,0,Wednesday,11:22,3.2,30.1,29.8,11,Morning,False
1878,9,14,5,8.9,1,Saturday,19:40,12.2,10.2,28.7,19,Evening,True
2180,3,10,4,5.2,1,Tuesday,17:08,5.6,2.8,7.7,17,Evening,False
1555,17,22,5,12.9,0,Saturday,18:58,8.3,23.7,65.9,18,Evening,True
3875,6,9,3,9.9,0,Monday,20:15,6.5,33.6,28.5,20,Evening,False
2475,4,9,4,8.0,0,Wednesday,09:45,7.1,14.8,11.8,9,Morning,False
3504,8,13,5,9.3,0,Saturday,12:31,8.1,17.0,25.3,12,Afternoon,True
999,15,22,4,8.0,1,Wednesday,07:30,15.9,14.8,35.7,7,Morning,False
2098,13,18,4,6.5,0,Monday,21:08,8.7,14.5,24.9,21,Night,False
1675,14,21,6,8.4,0,Monday,12:17,14.8,17.5,69.6,12,Afternoon,False
2045,3,7,3,6.8,0,Thursday,03:02,6.2,13.7,5.6,3,Night,False
1398,6,11,4,7.5,0,Monday,01:34,6.7,18.2,12.3,1,Night,False
1578,17,24,4,10.8,0,Monday,20:14,15.5,21.8,79.4,20,Evening,False
1621,9,14,5,6.3,0,Wednesday,08:34,9.2,7.5,11.8,8,Morning,False
3641,10,16,4,7.8,3,Thursday,07:45,10.8,16.4,31.6,7,Morning,False
3939,11,16,5,9.0,0,Saturday,15:49,14.2,13.1,29.9,15,Afternoon,True
3962,7,10,3,7.0,1,Wednesday,23:10,8.1,7.3,18.1,23,Night,False
2313,7,14,6,8.2,0,Wednesday,20:54,6.8,15.3,19.8,20,Evening,False
2726,18,24,5,8.6,3,Monday,14:00,13.2,0.0,57.1,14,Afternoon,False
441,16,22,5,10.1,0,Tuesday,18:54,10.8,15.0,45.2,18,Evening,False
509,13,19,4,9.0,2,Wednesday,19:30,11.8,23.7,49.2,19,Evening,False
1101,6,10,3,8.3,0,Tuesday,16:50,8.0,15.9,22.6,16,Afternoon,False
590,14,18,4,9.6,1,Monday,13:33,9.3,26.3,58.9,13,Afternoon,False
2885,5,9,3,12.7,0,Sunday,03:07,8.4,8.9,14.8,3,Night,True
650,10,13,2,8.4,0,Thursday,13:44,12.7,41.3,58.8,13,Afternoon,False
1547,16,21,4,8.8,0,Thursday,20:04,7.9,15.8,44.2,20,Evening,False
3796,11,15,4,12.4,0,Saturday,17:16,9.4,38.6,53.6,17,Evening,True
3904,9,13,3,7.1,1,Thursday,09:48,13.1,11.2,29.9,9,Morning,False
2315,6,10,4,5.7,0,Tuesday,11:05,7.2,17.0,36.9,11,Morning,False
3841,10,14,4,10.6,2,Saturday,07:56,12.6,26.4,48.6,7,Morning,True
3544,20,25,5,7.3,0,Wednesday,17:30,6.0,8.1,36.4,17,Evening,False
1456,8,11,3,7.7,0,Sunday,21:05,8.6,19.6,22.1,21,Night,True
2526,12,15,3,10.4,1,Tuesday,18:51,4.5,34.0,60.2,18,Evening,False
661,11,17,5,13.9,3,Friday,15:24,8.7,16.0,102.6,15,Afternoon,False
631,2,3,1,7.2,0,Thursday,03:19,7.0,46.8,15.8,3,Night,False
673,6,9,3,9.4,2,Friday,20:55,2.9,8.6,29.5,20,Evening,False
1250,11,15,4,7.3,2,Friday,19:11,13.0,5.5,36.7,19,Evening,False
3776,7,12,4,7.4,1,Sunday,10:19,8.9,17.5,18.6,10,Morning,True
483,1,4,2,12.9,0,Sunday,17:19,4.6,28.6,13.0,17,Evening,True
1585,15,24,6,9.0,0,Saturday,15:55,15.1,18.8,36.4,15,Afternoon,True
1963,8,12,4,8.0,1,Wednesday,17:18,5.7,12.0,26.3,17,Evening,False
3397,7,12,5,8.6,1,Thursday,18:36,12.3,24.6,21.5,18,Evening,False
1922,3,6,3,8.5,0,Thursday,15:09,9.3,16.0,10.9,15,Afternoon,False
1463,11,19,6,10.6,1,Friday,08:01,5.4,21.9,28.2,8,Morning,False
2755,8,12,3,11.3,3,Sunday,15:49,3.5,32.0,52.3,15,Afternoon,True
3288,13,16,3,2.0,0,Friday,12:13,12.8,9.2,18.8,12,Afternoon,False
2371,8,11,3,5.5,2,Monday,19:41,10.7,16.0,27.4,19,Evening,False
857,4,9,3,7.5,1,Sunday,10:44,6.1,16.8,15.6,10,Morning,True
1226,7,13,6,8.3,1,Monday,19:34,12.2,12.6,23.0,19,Evening,False
1191,7,12,3,10.3,1,Tuesday,15:46,7.7,15.8,38.6,15,Afternoon,False
2182,8,11,3,5.1,0,Saturday,18:06,8.3,21.1,22.3,18,Evening,True
3270,10,12,2,9.2,0,Monday,12:18,8.2,19.4,68.4,12,Afternoon,False
531,9,14,3,5.8,2,Wednesday,16:21,15.1,11.7,29.2,16,Afternoon,False
2648,3,5,2,8.2,1,Friday,02:34,1.0,21.2,13.5,2,Night,False
50,14,20,5,6.6,3,Saturday,17:44,10.1,13.6,38.6,17,Evening,True
2989,13,20,6,7.1,0,Saturday,13:17,12.5,14.8,24.6,13,Afternoon,True
1779,7,13,2,8.3,1,Monday,08:42,4.2,37.9,41.1,8,Morning,False
859,11,18,5,8.6,1,Saturday,13:56,11.4,4.9,35.7,13,Afternoon,True
1784,12,19,5,10.9,0,Monday,17:02,12.1,11.7,36.9,17,Evening,False
1073,6,9,3,6.3,1,Tuesday,01:04,4.6,10.7,13.1,1,Night,False
720,8,13,2,6.7,1,Tuesday,08:17,5.5,19.3,31.4,8,Morning,False
152,7,10,3,7.9,0,Saturday,09:19,14.3,24.9,24.8,9,Morning,True
2158,18,22,3,4.3,1,Sunday,19:57,10.2,11.2,31.6,19,Evening,True
2970,12,16,4,8.8,1,Thursday,13:05,8.5,6.2,44.8,13,Afternoon,False
1661,11,17,4,9.6,2,Thursday,19:06,9.6,20.7,39.7,19,Evening,False
1657,12,15,3,3.6,0,Thursday,08:08,10.2,0.0,13.5,8,Morning,False
2169,12,17,4,8.7,1,Friday,09:39,8.9,19.4,36.1,9,Morning,False
2304,4,7,2,8.3,0,Sunday,04:25,6.6,24.1,18.6,4,Night,True
3302,6,12,5,9.5,0,Thursday,12:56,9.6,10.1,19.4,12,Afternoon,False
2164,9,14,5,5.6,2,Friday,15:25,11.9,12.4,21.9,15,Afternoon,False
3946,7,13,6,8.8,0,Monday,12:00,12.6,9.4,13.7,12,Afternoon,False
3417,12,16,4,7.8,1,Saturday,07:27,6.9,14.8,38.2,7,Morning,True
2933,9,15,5,7.7,0,Saturday,19:38,12.7,6.3,25.5,19,Evening,True
3588,7,12,3,7.7,1,Wednesday,08:29,4.4,18.7,21.0,8,Morning,False
2719,4,9,4,4.4,0,Saturday,14:13,10.0,12.5,6.7,14,Afternoon,True
2119,6,11,4,2.0,1,Saturday,08:16,12.2,4.9,7.3,8,Morning,True
3822,10,17,6,4.5,1,Friday,19:40,5.8,16.3,19.1,19,Evening,False
1768,5,9,4,8.3,0,Monday,09:53,7.3,6.1,13.6,9,Morning,False
2823,9,16,4,9.8,2,Tuesday,07:46,9.6,21.2,35.1,7,Morning,False
1386,7,12,4,8.9,1,Sunday,03:12,8.2,1.1,17.9,3,Night,True
1400,9,14,4,10.2,1,Saturday,16:45,11.5,20.6,36.7,16,Afternoon,True
1196,10,15,4,4.1,2,Saturday,17:06,12.4,4.9,39.6,17,Evening,True
3751,13,17,4,5.5,0,Tuesday,11:39,8.3,16.7,22.6,11,Morning,False
1476,7,12,3,7.3,1,Thursday,19:53,6.1,12.6,27.0,19,Evening,False
2010,6,12,4,4.0,0,Tuesday,02:31,8.3,7.6,7.7,2,Night,False
3484,7,13,5,6.4,0,Saturday,21:56,7.6,2.6,11.6,21,Night,True
2508,6,11,4,7.2,2,Friday,06:15,4.0,10.8,18.7,6,Morning,False
298,3,9,4,8.8,0,Sunday,21:13,6.7,23.5,10.7,21,Night,True
2070,2,5,3,4.7,0,Tuesday,08:03,10.4,7.3,3.3,8,Morning,False
1265,12,20,6,6.3,0,Monday,14:22,12.4,17.4,19.7,14,Afternoon,False
2513,14,19,3,7.1,0,Tuesday,20:20,8.2,13.2,42.7,20,Evening,False
959,4,8,4,4.8,0,Thursday,08:43,11.9,9.7,3.8,8,Morning,False
1607,14,19,5,7.3,1,Thursday,19:37,11.1,10.8,30.4,19,Evening,False
2754,7,11,4,10.1,0,Saturday,02:22,7.7,10.4,15.2,2,Night,True
909,6,9,3,8.9,0,Thursday,23:22,7.1,26.7,15.0,23,Night,False
1913,7,12,4,9.1,2,Monday,23:52,6.1,11.5,22.2,23,Night,False
1610,5,10,5,12.0,1,Friday,12:51,6.1,12.7,21.5,12,Afternoon,False
2401,10,16,4,2.7,1,Friday,14:27,9.6,3.0,11.6,14,Afternoon,False
1375,10,15,4,4.6,0,Tuesday,10:11,5.8,6.8,13.1,10,Morning,False
1287,11,20,4,11.7,0,Tuesday,16:47,9.2,24.0,44.7,16,Afternoon,False
3971,8,13,3,8.4,1,Wednesday,19:08,7.3,38.3,34.7,19,Evening,False
350,2,7,4,7.2,0,Monday,22:43,7.7,6.3,4.3,22,Night,False
1369,8,11,2,4.6,2,Thursday,17:48,7.8,21.6,33.2,17,Evening,False
2659,13,17,4,5.2,1,Saturday,12:49,11.8,0.0,32.2,12,Afternoon,True
644,8,12,4,5.6,0,Saturday,08:30,7.1,13.0,9.6,8,Morning,True
3491,9,13,3,5.6,0,Monday,11:02,9.9,15.9,28.0,11,Morning,False
2025,6,9,3,6.7,3,Thursday,14:08,6.8,10.2,27.8,14,Afternoon,False
1682,14,20,5,4.7,0,Friday,07:43,9.0,1.6,12.0,7,Morning,False
670,3,8,5,8.0,2,Saturday,19:09,11.3,15.5,18.6,19,Evening,True
3611,17,24,5,6.0,3,Friday,16:58,12.3,14.8,40.6,16,Afternoon,False
2120,13,18,5,7.4,1,Saturday,10:34,12.7,25.9,32.1,10,Morning,True
3249,9,13,3,5.7,0,Sunday,16:16,8.3,7.3,18.2,16,Afternoon,True
1872,6,10,3,8.0,1,Friday,13:57,11.5,25.6,30.7,13,Afternoon,False
3814,4,9,4,10.3,0,Thursday,20:05,5.9,3.4,15.6,20,Evening,False
1180,12,15,3,8.2,0,Thursday,21:58,6.5,24.2,41.4,21,Night,False
3373,7,13,4,9.2,0,Thursday,17:54,4.8,36.2,23.8,17,Evening,False
3339,8,11,3,5.7,1,Wednesday,21:20,7.4,14.8,20.3,21,Night,False
3618,10,16,4,8.6,1,Friday,17:57,13.0,16.9,34.2,17,Evening,False
1834,14,20,4,6.3,0,Tuesday,11:51,11.1,8.3,26.9,11,Morning,False
1588,7,11,4,7.5,1,Sunday,20:51,9.7,15.9,26.0,20,Evening,True
3847,6,11,4,6.4,2,Thursday,16:49,11.4,16.7,20.9,16,Afternoon,False
2246,6,11,3,8.1,0,Tuesday,11:34,7.4,19.2,21.6,11,Morning,False
3916,11,17,5,12.9,1,Thursday,17:00,11.2,19.5,43.8,17,Evening,False
1358,12,17,3,7.4,1,Thursday,14:17,6.0,6.1,43.2,14,Afternoon,False
787,6,8,2,7.0,0,Sunday,18:09,4.3,40.9,30.3,18,Evening,True
3575,4,9,5,5.1,0,Thursday,09:21,6.2,8.2,3.1,9,Morning,False
141,13,19,5,7.8,2,Wednesday,14:48,10.0,10.7,60.6,14,Afternoon,False
789,12,18,6,4.2,1,Thursday,18:31,14.6,13.7,15.7,18,Evening,False
324,8,13,4,5.8,0,Tuesday,21:43,6.2,2.8,13.4,21,Night,False
2680,17,23,5,6.6,3,Monday,13:02,15.2,6.2,44.3,13,Afternoon,False
715,11,17,5,11.1,0,Monday,14:27,9.8,14.8,38.4,14,Afternoon,False
2187,9,13,3,7.2,0,Wednesday,13:52,8.4,31.8,28.5,13,Afternoon,False
2365,12,21,5,7.6,0,Saturday,17:09,10.4,13.5,29.0,17,Evening,True
3675,12,20,5,8.6,2,Monday,14:38,9.9,8.4,35.2,14,Afternoon,False
3169,6,12,4,7.2,0,Monday,01:38,4.6,1.2,8.6,1,Night,False
3348,5,11,5,12.6,1,Tuesday,12:58,14.9,19.6,29.7,12,Afternoon,False
2541,6,14,6,2.0,2,Friday,14:47,8.7,6.3,37.8,14,Afternoon,False
619,17,21,4,9.3,0,Friday,12:30,10.3,27.5,102.1,12,Afternoon,False
407,5,11,4,11.7,0,Monday,14:52,7.2,5.1,19.1,14,Afternoon,False
2795,10,15,5,2.2,2,Monday,15:21,10.5,0.0,8.9,15,Afternoon,False
2020,9,12,3,4.3,0,Friday,20:19,4.6,10.9,15.4,20,Evening,False
1877,10,14,3,3.4,0,Friday,09:34,7.3,12.4,12.7,9,Morning,False
2004,7,10,3,10.4,0,Friday,19:21,6.9,31.8,31.2,19,Evening,False
2408,11,16,4,8.4,2,Monday,11:27,12.0,11.0,40.8,11,Morning,False
498,2,10,4,7.2,1,Monday,08:16,4.0,18.6,12.1,8,Morning,False
2245,12,17,4,9.0,0,Monday,19:00,11.3,28.7,41.3,19,Evening,False
343,4,8,3,14.2,1,Thursday,09:19,8.8,20.6,30.9,9,Morning,False
2568,17,21,4,6.7,1,Friday,12:53,10.9,12.9,48.0,12,Afternoon,False
2993,9,13,4,10.2,2,Thursday,11:32,12.3,27.7,39.6,11,Morning,False
783,10,16,5,7.6,4,Monday,16:46,11.6,20.3,36.3,16,Afternoon,False
2165,16,22,5,7.5,1,Monday,13:59,12.1,1.8,16.2,13,Afternoon,False
1324,14,19,4,4.5,0,Monday,15:06,5.1,18.4,22.2,15,Afternoon,False
2303,11,17,4,4.7,0,Thursday,08:08,7.9,3.7,13.6,8,Morning,False
1942,6,11,5,8.9,0,Friday,07:49,9.2,6.0,14.5,7,Morning,False
304,4,8,3,5.6,1,Tuesday,19:20,7.7,10.8,13.3,19,Evening,False
3240,10,13,3,8.0,3,Saturday,10:26,10.9,23.2,46.3,10,Morning,True
2765,5,11,5,4.9,0,Tuesday,16:51,7.1,3.4,7.6,16,Afternoon,False
665,13,17,4,2.0,1,Saturday,11:56,11.8,9.0,8.4,11,Morning,True
1178,9,16,4,5.8,0,Sunday,13:15,13.3,0.0,17.4,13,Afternoon,True
1245,7,11,4,6.4,1,Wednesday,08:03,5.6,6.2,16.1,8,Morning,False
2427,5,9,4,9.7,1,Tuesday,10:59,7.4,22.7,22.9,10,Morning,False
2956,3,6,3,8.7,0,Sunday,17:05,11.1,31.0,14.3,17,Evening,True
3253,11,18,6,5.2,0,Monday,16:46,11.9,4.6,11.6,16,Afternoon,False
3553,7,11,4,10.9,1,Wednesday,20:20,9.6,15.5,26.8,20,Evening,False
2581,10,15,3,3.3,0,Wednesday,14:42,10.8,20.8,15.0,14,Afternoon,False
85,10,13,3,7.5,0,Saturday,08:15,12.7,26.4,35.6,8,Morning,True
2921,5,11,5,6.8,1,Thursday,14:41,11.4,13.7,11.9,14,Afternoon,False
942,10,14,4,4.2,0,Wednesday,15:30,9.7,8.4,14.2,15,Afternoon,False
962,8,12,3,7.6,0,Saturday,04:42,6.4,11.3,18.9,4,Night,True
842,7,13,4,10.9,0,Friday,19:34,10.0,18.0,28.1,19,Evening,False
3602,11,17,3,9.3,1,Wednesday,15:14,14.1,22.5,49.6,15,Afternoon,False
3747,4,8,3,7.5,0,Tuesday,23:58,9.9,12.5,8.9,23,Night,False
3139,10,14,3,9.5,0,Saturday,10:50,12.2,29.8,83.2,10,Morning,True
2175,12,17,5,10.2,2,Saturday,19:13,10.6,25.6,50.7,19,Evening,True
2777,5,8,2,9.4,1,Sunday,07:41,6.3,49.8,30.1,7,Morning,True
3382,6,13,5,6.0,1,Saturday,19:57,11.9,10.1,16.0,19,Evening,True
291,8,13,3,9.4,0,Saturday,08:45,8.4,24.0,29.7,8,Morning,True
3181,3,7,2,5.9,0,Wednesday,19:49,12.3,8.8,13.2,19,Evening,False
2534,9,15,5,6.4,0,Tuesday,16:18,5.2,19.7,15.7,16,Afternoon,False
3654,8,13,4,9.3,0,Monday,07:01,8.1,18.8,26.5,7,Morning,False
3332,10,15,4,5.3,2,Monday,15:37,12.4,20.5,25.8,15,Afternoon,False
3604,8,13,5,4.4,1,Monday,11:25,7.2,1.2,13.9,11,Morning,False
605,3,7,4,7.7,0,Thursday,09:41,7.4,18.9,8.7,9,Morning,False
2688,5,9,3,8.8,1,Sunday,10:08,6.1,22.9,22.0,10,Morning,True
917,7,11,3,3.6,1,Sunday,11:14,9.0,8.2,13.1,11,Morning,True
2472,9,13,4,9.9,0,Tuesday,15:52,8.9,18.2,29.9,15,Afternoon,False
3705,8,13,4,8.5,0,Saturday,14:45,9.5,30.4,29.7,14,Afternoon,True
1100,11,16,4,9.6,0,Saturday,16:05,10.2,21.1,38.6,16,Afternoon,True
1089,12,20,6,6.5,0,Friday,09:00,12.4,33.6,19.1,9,Morning,False
3782,3,8,4,7.5,1,Thursday,21:10,15.5,18.0,12.5,21,Night,False
3817,6,9,3,7.9,0,Sunday,14:30,5.2,7.0,19.4,14,Afternoon,True
1625,9,14,4,3.7,1,Thursday,13:03,10.0,7.9,20.3,13,Afternoon,False
3064,13,18,4,8.7,1,Tuesday,21:42,7.3,9.0,34.8,21,Night,False
822,16,21,4,6.7,3,Friday,12:02,13.3,11.5,53.9,12,Afternoon,False
2891,10,17,6,5.5,1,Wednesday,17:33,12.7,11.9,15.2,17,Evening,False
2469,12,17,4,9.8,1,Sunday,09:44,8.6,6.2,34.4,9,Morning,True
3760,8,15,5,4.6,1,Wednesday,07:59,7.7,8.3,10.4,7,Morning,False
3212,6,14,5,5.1,0,Thursday,16:15,8.7,18.4,9.3,16,Afternoon,False
3261,7,11,3,9.2,2,Saturday,15:30,8.7,21.4,40.2,15,Afternoon,True
1303,6,10,4,7.5,1,Monday,21:58,9.2,29.0,24.1,21,Night,False
1001,17,22,3,5.3,0,Saturday,13:04,10.5,10.4,47.7,13,Afternoon,True
3274,11,13,2,12.3,1,Tuesday,14:58,8.7,56.3,94.9,14,Afternoon,False
3110,8,11,3,10.8,0,Tuesday,06:02,7.8,16.3,24.8,6,Morning,False
1506,10,15,5,2.4,1,Thursday,10:33,10.7,2.7,5.1,10,Morning,False
1478,14,20,4,11.3,1,Saturday,14:34,3.2,12.8,62.4,14,Afternoon,True
