queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time
973,8,13,4,4.9,1.0,Friday,00:34,,0.0,11.7
974,14,17,3,9.3,0.0,Friday,19:30,7.5,16.0,59.4
975,6,9,2,4.4,0.0,Friday,17:33,8.6,25.1,21.5
976,4,8,4,4.8,0.0,Thursday,08:43,11.9,9.7,3.8
977,6,11,5,6.8,1.0,Tuesday,13:19,,13.7,18.5
978,14,21,5,9.1,2.0,Monday,14:34,8.9,4.6,41.7
979,8,12,3,7.6,0.0,Saturday,04:42,6.4,11.3,18.9
980,12,17,3,6.0,1.0,Saturday,12:05,13.7,26.4,43.2
981,13,19,4,6.6,2.0,Friday,10:23,6.8,15.6,34.1
982,7,9,2,9.0,1.0,Sunday,21:20,7.7,38.6,44.3
983,7,12,5,8.1,2.0,Thursday,19:27,5.7,5.6,20.9
984,5,9,3,5.2,2.0,Thursday,09:21,9.0,10.2,13.6
985,6,10,4,8.6,0.0,Saturday,09:10,8.1,8.4,17.8
986,14,19,5,9.8,0.0,Saturday,12:23,13.3,26.6,45.9
987,9,11,2,6.4,1.0,Tuesday,10:14,13.3,,40.1
988,4,10,4,5.1,0.0,Thursday,04:25,10.8,9.7,3.1
989,7,10,3,6.3,0.0,Friday,22:40,8.8,0.3,14.0
990,10,16,3,6.9,0.0,Tuesday,16:44,10.5,19.0,30.2
991,14,19,4,6.5,1.0,Monday,19:59,9.7,29.0,78.2
992,7,10,3,8.2,0.0,Wednesday,10:29,11.1,15.4,20.4
993,3,7,2,12.4,0.0,Tuesday,07:31,5.2,46.1,24.7
994,14,19,4,2.9,0.0,Saturday,18:42,10.5,5.6,13.0
995,5,9,3,9.6,0.0,Tuesday,17:11,5.0,29.0,23.2
996,10,17,5,11.2,2.0,Friday,13:16,13.7,22.6,48.3
997,7,11,3,10.4,0.0,Thursday,11:15,5.4,20.1,28.8
998,12,19,3,10.2,0.0,Tuesday,06:44,3.0,22.7,33.9
999,2,6,4,6.8,2.0,Tuesday,17:05,4.9,4.9,16.2
1000,9,13,4,8.2,1.0,Thursday,11:05,9.0,15.8,27.7
1001,11,18,5,12.8,0.0,Saturday,21:12,6.4,25.3,38.6
1002,9,13,2,9.4,2.0,Sunday,05:52,5.9,,38.0
1003,14,19,4,9.7,,Monday,18:01,9.0,20.4,53.9
1004,10,15,4,2.0,3.0,Monday,15:28,6.3,1.7,11.7
1005,3,7,3,2.0,1.0,Thursday,09:52,8.6,15.4,7.2
1006,8,11,2,8.4,0.0,Tuesday,09:13,8.7,26.1,34.5
1007,13,18,5,9.5,0.0,Monday,13:20,11.6,15.9,41.2
1008,11,14,2,6.9,1.0,Wednesday,13:55,6.1,39.5,58.3
1009,12,19,6,7.3,2.0,Thursday,17:16,10.2,7.4,30.1
1010,7,10,3,5.4,0.0,Friday,14:54,8.2,17.7,21.0
1011,13,17,4,6.4,2.0,Saturday,21:22,9.6,13.0,30.9
1012,10,16,5,10.5,1.0,Friday,12:06,11.8,14.9,39.3
1013,11,14,2,7.2,0.0,Thursday,07:35,7.2,13.8,43.2
1014,8,10,2,9.9,0.0,Tuesday,10:20,5.5,27.5,45.2
1015,2,5,3,12.6,0.0,Saturday,14:42,10.8,26.3,17.2
1016,15,22,4,8.0,1.0,Wednesday,07:30,15.9,,35.7
1017,12,17,4,7.8,0.0,Wednesday,15:15,11.3,0.0,26.9
1018,17,22,3,5.3,0.0,Saturday,13:04,10.5,10.4,47.7
1019,6,12,4,5.1,0.0,Thursday,13:27,7.9,5.6,8.4
1020,10,14,3,9.2,1.0,Saturday,10:27,10.5,20.5,48.9
1021,12,17,4,6.9,1.0,Saturday,21:36,12.0,18.7,33.5
1022,10,15,3,7.2,0.0,Sunday,10:36,4.8,25.8,27.9
1023,7,15,6,6.5,0.0,Tuesday,16:17,,8.0,12.0
1024,12,17,4,2.6,0.0,Tuesday,12:02,11.9,14.5,10.3
1025,1,8,3,10.1,1.0,Tuesday,20:48,7.8,24.7,16.0
1026,8,14,5,7.1,0.0,Tuesday,13:03,9.6,8.2,14.7
1027,8,13,4,10.7,1.0,Tuesday,04:02,5.9,9.5,24.6
1028,5,9,4,4.8,0.0,Wednesday,07:53,7.6,6.5,8.1
1029,6,8,2,6.0,0.0,Monday,22:32,5.2,12.5,17.4
1030,5,8,2,7.9,1.0,Monday,05:46,5.7,17.4,21.8
1031,6,9,3,7.8,1.0,Sunday,07:07,8.4,15.2,18.1
1032,7,8,1,5.5,,Monday,01:23,3.7,34.5,34.9
1033,5,13,5,7.6,0.0,Wednesday,12:32,9.9,9.1,11.8
1034,8,12,4,7.3,1.0,Wednesday,20:05,11.3,17.1,22.1
1035,12,16,4,8.0,1.0,Friday,10:44,14.8,1.4,31.2
1036,10,15,5,5.2,0.0,Wednesday,14:47,13.0,25.1,16.2
1037,4,8,3,10.3,0.0,Tuesday,23:58,4.8,22.3,11.5
1038,10,17,4,7.9,0.0,Thursday,16:39,9.2,4.6,24.7
1039,11,16,4,8.6,0.0,Friday,17:26,11.0,15.2,31.2
1040,11,14,2,8.9,1.0,Thursday,21:00,8.9,21.6,57.0
1041,9,16,4,5.6,0.0,Sunday,21:08,4.5,10.7,14.1
1042,6,12,5,4.2,1.0,Monday,19:01,8.0,0.0,9.8
1043,4,8,3,7.8,0.0,Tuesday,21:21,7.9,20.9,14.6
1044,6,9,3,6.8,2.0,Friday,07:09,15.2,15.3,23.2
1045,8,13,4,7.3,2.0,Friday,15:37,11.6,14.3,32.0
1046,6,11,4,8.4,1.0,Wednesday,16:07,13.7,15.0,21.0
1047,9,15,5,11.0,1.0,Saturday,07:24,16.1,14.4,36.5
1048,8,15,5,2.0,3.0,Thursday,17:16,8.3,0.6,8.6
1049,8,12,3,6.7,1.0,Tuesday,12:22,5.6,25.7,29.6
1050,8,12,3,6.1,0.0,Monday,03:29,7.8,19.9,18.4
1051,8,14,5,7.9,1.0,Wednesday,11:06,15.0,14.8,23.1
1052,4,6,2,2.8,0.0,Thursday,18:35,9.4,16.0,9.5
1053,9,13,4,4.5,0.0,Wednesday,10:44,10.8,8.9,12.1
1054,9,13,3,6.9,,Wednesday,08:56,6.4,5.4,52.5
1055,6,9,3,11.9,0.0,Saturday,20:02,10.2,38.3,36.6
1056,7,11,3,2.8,1.0,Wednesday,21:07,,6.2,7.2
1057,7,12,5,4.1,0.0,Saturday,10:57,8.6,0.0,7.4
1058,3,7,3,5.8,1.0,Thursday,21:05,10.8,12.6,13.6
1059,3,6,2,13.2,,Tuesday,06:36,5.4,23.1,18.5
1060,9,16,6,11.8,0.0,Tuesday,15:05,9.8,17.9,24.7
1061,10,16,5,3.4,1.0,Sunday,11:42,8.4,10.0,7.8
1062,1,5,4,7.5,0.0,Thursday,10:33,8.8,16.1,3.6
1063,6,11,4,9.1,0.0,Friday,07:08,4.4,10.7,19.1
1064,9,14,4,2.4,0.0,Wednesday,13:16,14.8,0.0,9.5
1065,10,16,3,6.3,3.0,Wednesday,19:02,9.4,10.8,37.0
1066,8,12,4,4.4,1.0,Tuesday,14:26,7.6,14.0,13.8
1067,14,19,3,9.1,2.0,Thursday,12:34,11.9,27.6,71.0
1068,7,11,3,8.1,0.0,Sunday,08:29,9.2,7.6,21.9
1069,16,21,4,8.0,0.0,Monday,10:52,7.0,12.2,41.3
1070,11,17,5,10.0,0.0,Saturday,11:36,10.5,26.6,34.6
1071,7,11,4,8.5,1.0,Tuesday,11:54,8.5,11.5,25.6
1072,5,10,4,5.1,0.0,Sunday,08:12,5.0,7.3,10.1
1073,11,15,3,6.6,0.0,Sunday,10:38,7.7,20.9,23.5
1074,7,11,3,6.3,0.0,Saturday,02:20,7.7,18.2,13.7
1075,7,13,5,2.0,0.0,Monday,07:49,9.7,0.0,1.3
1076,8,14,5,10.2,1.0,Tuesday,14:03,,22.9,30.5
1077,14,17,3,8.6,0.0,Sunday,15:03,7.2,14.8,46.0
1078,9,14,5,8.8,1.0,Saturday,12:39,6.4,14.2,31.2
1079,11,17,6,4.1,3.0,Tuesday,17:34,8.0,0.1,15.6
1080,11,15,3,7.8,0.0,Saturday,20:50,16.1,6.0,39.7
1081,3,7,4,7.4,0.0,Sunday,01:11,2.4,3.5,3.7
1082,10,14,3,,0.0,Thursday,10:25,10.9,0.8,26.6
1083,4,7,3,9.7,1.0,Thursday,17:15,5.5,21.3,20.2
1084,11,15,3,5.3,1.0,Friday,19:10,7.6,17.7,31.3
1085,10,14,4,9.4,1.0,Wednesday,15:18,6.8,20.4,34.4
1086,9,12,2,7.1,0.0,Wednesday,10:01,6.9,36.6,40.6
1087,7,11,3,10.5,0.0,Tuesday,21:55,6.3,23.0,28.0
1088,8,14,3,8.3,0.0,Sunday,09:20,5.0,21.3,23.5
1089,13,15,1,5.7,2.0,Wednesday,13:36,9.9,59.2,105.5
1090,10,15,4,7.5,1.0,Tuesday,13:41,14.4,17.9,33.9
1091,6,9,3,6.3,1.0,Tuesday,01:04,4.6,10.7,13.1
1092,6,11,4,5.4,0.0,Friday,03:07,8.6,6.6,5.6
1093,12,17,5,4.5,0.0,Monday,17:18,7.1,9.5,14.6
1094,9,19,6,9.9,0.0,Friday,14:52,14.7,23.3,22.4
1095,5,11,4,5.6,1.0,Sunday,19:43,9.5,4.0,41.8
1096,10,15,4,5.8,1.0,Saturday,12:51,13.4,24.0,30.8
1097,16,22,4,10.4,3.0,Saturday,18:29,8.2,40.2,81.7
1098,6,11,4,11.4,0.0,Monday,17:34,10.4,27.0,29.7
1099,5,8,3,6.3,0.0,Monday,10:02,7.8,12.5,16.0
1100,9,17,4,9.9,0.0,Tuesday,19:41,10.1,26.1,31.4
1101,18,23,4,8.0,1.0,Tuesday,18:46,13.1,23.6,56.5
1102,8,16,6,10.4,,Saturday,20:38,11.3,7.3,23.4
1103,4,9,3,2.6,0.0,Thursday,08:15,7.7,3.0,8.8
1104,8,15,5,9.1,0.0,Saturday,21:02,8.6,9.6,15.2
1105,10,19,5,5.2,2.0,Saturday,13:03,11.6,19.7,23.0
1106,12,16,3,8.2,1.0,Thursday,11:52,9.4,17.6,47.1
1107,12,20,6,6.5,0.0,Friday,09:00,12.4,33.6,19.1
1108,11,15,4,5.9,0.0,Sunday,18:10,11.7,13.6,20.1
1109,11,21,5,4.2,0.0,Wednesday,15:54,9.3,8.4,12.7
1110,9,13,3,8.3,0.0,Saturday,10:27,9.7,21.8,32.0
1111,11,15,2,9.4,0.0,Thursday,08:59,6.6,24.0,53.4
1112,4,10,4,6.3,0.0,Saturday,16:16,11.2,11.4,9.4
1113,12,19,5,7.2,2.0,Friday,14:19,,15.5,30.2
1114,3,8,3,7.5,1.0,Thursday,19:25,1.9,14.3,16.3
1115,14,21,5,8.2,2.0,Wednesday,12:50,13.4,4.0,40.1
1116,8,11,3,8.4,1.0,Wednesday,13:05,8.4,7.1,34.3
1117,11,18,5,6.9,0.0,Monday,21:55,8.2,8.5,18.2
1118,11,16,4,9.6,0.0,Saturday,16:05,10.2,21.1,38.6
1119,6,10,3,8.3,0.0,Tuesday,16:50,8.0,15.9,22.6
1120,4,9,5,,0.0,Wednesday,09:57,10.7,2.7,7.0
1121,11,14,3,8.7,0.0,Tuesday,06:39,8.0,13.6,-1.9
1122,4,6,2,5.0,0.0,Thursday,10:52,8.3,12.5,11.5
1123,14,19,3,6.3,1.0,Tuesday,12:55,9.1,10.4,41.0
1124,5,11,4,5.7,2.0,Wednesday,16:25,9.1,15.1,18.2
1125,4,10,5,7.9,0.0,Sunday,12:05,10.3,23.2,12.5
1126,7,11,4,7.2,1.0,Wednesday,09:22,6.9,25.7,18.8
1127,8,13,4,10.1,2.0,Saturday,13:42,11.0,14.7,44.5
1128,5,9,2,8.7,0.0,Thursday,20:45,8.7,38.5,28.0
1129,10,13,3,3.8,1.0,Sunday,16:48,10.3,13.2,17.6
1130,11,17,5,3.6,0.0,Thursday,19:39,8.1,4.4,12.3
1131,11,16,3,4.8,,Tuesday,21:17,10.1,14.2,17.0
1132,18,25,5,10.1,0.0,Monday,19:32,12.3,29.3,54.0
1133,12,16,4,9.7,1.0,Friday,07:52,8.4,21.7,39.8
1134,3,11,4,3.8,0.0,Thursday,10:01,7.7,0.0,3.5
1135,9,15,4,4.3,0.0,Sunday,12:54,7.0,5.3,13.4
1136,6,9,3,3.6,1.0,Wednesday,18:07,5.4,12.0,10.8
1137,13,16,3,4.9,1.0,Saturday,19:43,11.2,13.0,35.1
1138,6,12,5,10.5,1.0,Friday,15:16,11.6,19.0,22.4
1139,7,12,4,6.2,1.0,Friday,16:29,9.0,12.8,20.5
1140,9,13,4,3.8,1.0,Wednesday,13:30,8.0,15.4,14.2
1141,10,18,4,9.6,1.0,Wednesday,10:29,9.3,21.0,32.0
1142,8,12,3,7.2,1.0,Wednesday,12:10,10.5,17.1,29.6
1143,11,15,3,3.6,0.0,Tuesday,10:08,8.4,25.0,20.1
1144,6,12,4,5.4,0.0,Thursday,10:39,10.7,4.6,11.5
1145,8,11,2,6.0,2.0,Tuesday,10:22,8.1,26.4,36.8
1146,12,19,5,18.1,0.0,Thursday,15:16,11.2,,55.8
1147,6,9,3,11.6,,Sunday,15:42,7.9,32.2,39.0
1148,12,16,4,7.3,1.0,Tuesday,14:55,8.4,27.8,32.3
1149,11,16,4,5.9,2.0,Friday,08:01,5.7,4.1,24.0
1150,6,11,4,8.0,0.0,Saturday,15:43,11.5,9.6,15.3
1151,10,17,4,7.9,0.0,Wednesday,07:51,9.3,10.3,21.8
1152,12,16,4,3.8,0.0,Thursday,21:43,8.6,0.0,13.3
1153,12,18,3,7.0,1.0,Friday,12:05,5.6,8.1,45.6
1154,18,23,3,6.2,0.0,Thursday,19:05,8.0,18.8,47.6
1155,6,10,3,,,Friday,20:14,6.1,30.9,22.1
1156,7,13,4,10.3,1.0,Wednesday,08:54,8.7,3.5,21.5
1157,6,13,5,5.3,0.0,Monday,05:27,8.2,3.4,8.0
1158,8,14,4,7.1,1.0,Monday,23:08,7.6,15.0,14.9
1159,4,12,5,6.5,0.0,Friday,08:16,7.9,1.6,6.8
1160,10,13,3,4.9,1.0,Wednesday,09:29,8.3,7.2,22.7
1161,5,9,3,12.8,0.0,Monday,05:01,,24.4,22.0
1162,8,11,3,7.9,,Wednesday,08:09,5.3,14.5,20.6
1163,1,5,4,9.6,2.0,Tuesday,08:46,5.9,12.4,11.5
1164,14,18,4,4.7,0.0,Saturday,12:43,12.6,13.5,27.1
1165,14,18,3,5.2,2.0,Tuesday,11:13,9.3,6.6,36.0
1166,4,7,3,5.5,1.0,Friday,08:07,6.1,11.3,10.3
1167,11,17,4,9.6,1.0,Sunday,09:07,8.0,10.2,29.7
1168,7,9,2,10.1,1.0,Friday,00:13,7.7,16.6,34.1
1169,9,13,4,11.8,0.0,Sunday,07:20,11.8,19.2,44.2
1170,11,17,5,8.6,0.0,Saturday,20:15,6.4,19.2,28.1
1171,12,18,5,8.0,0.0,Tuesday,15:57,13.0,6.3,26.9
1172,10,14,3,10.5,0.0,Wednesday,09:02,12.0,23.8,37.4
1173,15,21,5,11.0,0.0,Saturday,17:46,13.2,16.1,49.4
1174,15,19,4,9.8,0.0,Tuesday,14:50,8.6,18.8,48.6
1175,10,15,4,3.4,1.0,Thursday,16:22,13.0,8.1,12.4
1176,8,12,4,8.2,0.0,Sunday,17:28,11.3,18.2,23.0
1177,6,13,4,4.6,0.0,Sunday,13:18,7.1,13.8,5.8
1178,4,8,4,2.0,0.0,Friday,10:55,8.0,,3.2
1179,12,17,3,9.9,0.0,Sunday,17:40,17.7,25.8,53.0
1180,17,21,3,4.4,1.0,Wednesday,20:27,12.4,10.1,34.2
1181,12,17,3,8.0,3.0,Wednesday,19:12,12.3,29.8,57.0
1182,8,13,3,7.6,0.0,Friday,14:04,6.7,33.0,31.4
1183,4,7,3,10.5,0.0,Thursday,13:05,8.0,29.2,23.6
1184,12,16,4,7.2,0.0,Monday,20:15,11.2,14.9,28.7
1185,5,11,4,6.4,0.0,Friday,01:30,4.5,5.4,7.4
1186,10,17,6,4.8,0.0,Monday,07:02,15.1,0.1,7.7
1187,3,6,3,7.5,0.0,Sunday,07:37,6.5,9.9,9.3
1188,7,11,3,10.6,1.0,Thursday,10:29,8.6,28.6,37.1
1189,7,10,3,11.3,0.0,Wednesday,08:20,11.6,30.5,28.1
1190,9,14,3,3.3,,Wednesday,20:38,7.6,14.5,13.5
1191,7,10,2,9.9,2.0,Tuesday,12:39,11.7,42.1,64.5
1192,11,16,5,6.8,0.0,Saturday,18:27,12.9,21.4,28.8
1193,6,10,2,6.9,0.0,Monday,23:46,5.6,9.4,20.8
1194,12,17,5,4.2,0.0,Monday,10:00,11.2,0.0,16.6
1195,11,15,3,6.8,1.0,Friday,11:58,11.5,20.0,38.6
1196,11,15,2,8.7,1.0,Tuesday,10:14,9.7,20.9,61.0
1197,10,15,4,7.2,2.0,Saturday,20:12,7.5,15.1,27.8
1198,9,16,4,5.8,0.0,Sunday,13:15,13.3,0.0,17.4
1199,5,11,4,7.8,1.0,Friday,20:31,12.9,27.2,17.8
1200,12,15,3,8.2,0.0,Thursday,21:58,6.5,24.2,41.4
1201,7,11,4,5.4,1.0,Wednesday,19:30,11.2,11.1,11.0
1202,376,13,4,9.9,0.0,Sunday,18:24,4.4,20.7,26.2
1203,8,14,6,8.6,3.0,Friday,09:16,7.1,7.6,26.0
1204,14,22,5,7.0,0.0,Saturday,19:09,10.7,14.3,28.3
1205,12,18,5,9.2,0.0,Saturday,14:54,15.2,4.1,34.5
1206,8,12,3,5.8,0.0,Thursday,17:42,10.1,17.5,26.7
1207,14,21,6,9.6,1.0,Friday,13:27,15.8,21.0,39.8
1208,8,13,4,10.8,1.0,Wednesday,09:22,6.8,16.1,25.4
1209,8,12,4,4.7,0.0,Saturday,15:56,7.2,,15.3
1210,8,14,5,4.7,0.0,Saturday,17:42,6.0,0.0,10.6
1211,18,25,5,8.4,2.0,Saturday,07:43,11.8,25.1,48.1
1212,7,12,3,10.3,1.0,Tuesday,15:46,7.7,15.8,38.6
1213,7,10,3,10.4,0.0,Monday,19:38,12.6,35.4,39.6
1214,7,10,2,10.2,1.0,Tuesday,23:52,5.8,34.9,37.7
1215,9,13,3,8.3,1.0,Friday,13:56,6.4,28.8,44.4
1216,4,7,1,9.5,0.0,Friday,04:10,2.8,50.6,32.3
1217,10,15,4,4.1,2.0,Saturday,17:06,12.4,4.9,39.6
1218,12,18,3,5.5,1.0,Wednesday,19:53,9.7,26.1,34.8
1219,5,12,4,5.3,0.0,Saturday,01:52,2.3,7.7,6.7
1220,11,18,6,10.6,1.0,Friday,18:50,11.0,23.1,33.4
1221,8,15,5,10.1,2.0,Saturday,20:11,11.1,17.5,33.1
1222,11,15,4,5.0,2.0,Saturday,21:39,14.2,10.7,21.8
1223,8,13,3,9.8,1.0,Thursday,10:07,1.7,17.5,34.1
1224,6,11,4,6.1,1.0,Wednesday,20:42,3.5,21.0,16.7
1225,14,20,3,11.3,0.0,Wednesday,15:55,11.1,18.1,60.2
1226,11,14,3,4.4,0.0,Sunday,16:30,6.1,13.1,19.9
1227,9,14,4,8.8,0.0,Thursday,17:06,10.4,17.7,26.5
1228,11,14,3,9.0,,Friday,10:26,5.3,18.5,43.0
1229,13,18,4,,1.0,Monday,17:25,11.2,20.9,41.0
1230,6,12,3,10.9,0.0,Monday,06:54,7.3,21.3,25.2
1231,5,8,2,7.7,0.0,Tuesday,23:46,3.7,4.9,10.5
1232,10,14,4,7.2,0.0,Saturday,00:01,7.6,5.2,16.4
1233,5,8,2,12.7,1.0,Sunday,04:25,1.7,34.6,32.5
1234,6,12,3,5.2,0.0,Friday,22:47,6.7,5.7,8.5
1235,7,12,5,7.9,0.0,Sunday,09:16,6.4,7.3,7.9
1236,5,9,2,10.3,0.0,Wednesday,15:36,3.6,41.2,36.8
1237,5,11,5,7.9,0.0,Tuesday,17:56,6.8,27.4,13.8
1238,11,14,2,9.6,1.0,Tuesday,10:55,,32.6,63.7
1239,9,15,5,5.7,1.0,Friday,11:03,11.9,6.5,16.0
1240,4,9,5,9.3,1.0,Sunday,17:07,6.5,14.3,13.7
1241,11,16,5,6.8,2.0,Friday,19:48,10.1,17.2,26.0
1242,3,8,5,6.6,0.0,Friday,14:23,11.8,14.2,6.5
1243,4,8,3,6.4,0.0,Sunday,18:23,2.4,17.7,14.5
1244,20,25,4,3.7,1.0,Saturday,17:12,10.7,0.0,30.3
1245,6,9,2,10.1,1.0,Sunday,20:38,10.6,31.2,39.5
1246,9,12,3,8.5,0.0,Tuesday,15:48,8.2,14.5,31.5
1247,7,13,6,8.3,1.0,Monday,19:34,12.2,12.6,23.0
1248,13,18,4,,1.0,Saturday,17:22,14.7,21.1,34.3
1249,7,12,5,6.0,0.0,Thursday,19:52,11.6,1.8,10.2
1250,6,9,2,8.0,1.0,Friday,02:29,4.5,13.6,25.1
1251,5,10,4,9.4,0.0,Wednesday,07:10,5.9,6.4,15.6
1252,8,13,5,8.3,0.0,Thursday,12:37,,21.1,19.4
1253,12,18,6,7.4,0.0,Thursday,19:34,4.8,0.7,19.2
1254,8,14,4,4.2,0.0,Tuesday,19:40,9.5,0.0,10.5
1255,11,15,3,5.6,0.0,Wednesday,20:12,,12.0,29.2
1256,18,24,5,9.2,2.0,Saturday,12:47,18.8,15.5,63.7
1257,5,12,5,4.5,0.0,Monday,00:12,8.4,4.9,4.6
1258,4,6,2,6.4,1.0,Tuesday,08:43,6.1,11.5,13.3
1259,5,10,4,,,Tuesday,09:29,10.0,3.0,5.6
1260,7,11,4,6.6,0.0,Tuesday,12:23,9.0,10.3,19.1
1261,9,12,3,5.5,1.0,Tuesday,08:27,7.8,13.3,24.1
1262,10,15,4,4.9,2.0,Saturday,16:12,6.8,7.9,26.8
1263,7,11,3,7.0,0.0,Saturday,21:23,13.5,40.3,21.8
1264,8,12,4,6.8,0.0,Sunday,12:49,6.7,15.9,16.6
1265,13,17,4,8.8,0.0,Friday,09:51,9.0,17.4,30.0
1266,7,11,4,6.4,1.0,Wednesday,08:03,5.6,6.2,16.1
1267,6,11,4,8.6,1.0,Thursday,09:15,5.8,4.1,16.9
1268,17,23,4,12.4,2.0,Saturday,14:02,10.6,29.5,92.2
1269,9,14,4,5.3,1.0,Monday,12:17,12.6,5.2,26.3
1270,8,14,5,6.6,1.0,Monday,21:15,8.8,8.0,16.8
1271,11,15,4,7.3,2.0,Friday,19:11,13.0,5.5,36.7
1272,6,11,3,6.1,0.0,Thursday,11:04,,15.8,21.2
1273,6,12,4,5.9,0.0,Saturday,02:32,8.5,7.5,11.6
1274,7,11,4,6.1,1.0,Tuesday,08:52,8.4,18.0,17.1
1275,10,15,5,8.2,0.0,Thursday,17:37,9.8,10.8,22.0
1276,9,13,3,7.1,1.0,Wednesday,19:50,8.2,29.0,31.1
1277,10,13,2,8.9,0.0,Thursday,15:43,2.8,37.7,51.5
1278,13,16,3,5.3,1.0,Thursday,11:29,8.1,17.1,36.1
1279,13,19,5,11.4,0.0,Tuesday,19:58,,13.1,36.5
1280,7,14,4,5.2,0.0,Monday,13:04,9.5,22.0,17.2
1281,7,13,4,9.4,0.0,Saturday,19:37,7.9,15.8,25.2
1282,9,13,4,,1.0,Saturday,20:10,9.0,0.0,15.9
1283,10,14,2,9.1,0.0,Sunday,04:02,1.2,19.1,30.5
1284,7,13,4,6.5,0.0,Wednesday,14:13,11.8,20.0,13.7
1285,8,13,3,6.3,0.0,Friday,17:45,9.2,21.0,26.6
1286,12,20,6,6.3,0.0,Monday,14:22,12.4,17.4,19.7
1287,14,18,4,5.3,,Thursday,15:37,8.7,16.6,28.4
1288,5,11,4,9.9,0.0,Thursday,10:42,11.6,6.5,14.1
1289,12,16,3,6.3,0.0,Sunday,18:18,3.8,12.2,26.7
1290,3,9,4,9.7,0.0,Tuesday,13:31,7.1,24.2,13.8
1291,2,11,5,10.8,1.0,Tuesday,01:58,6.0,9.5,6.1
1292,7,11,4,4.0,1.0,Tuesday,15:41,3.6,5.2,9.9
1293,8,13,4,8.5,0.0,Wednesday,17:01,11.1,9.4,23.2
1294,8,15,5,11.4,1.0,Monday,14:59,9.7,13.8,32.5
1295,5,9,4,11.2,0.0,Tuesday,08:43,6.2,21.7,17.3
1296,4,7,2,4.4,1.0,Sunday,07:31,3.8,14.5,11.1
1297,8,11,3,5.3,0.0,Wednesday,07:33,7.2,17.8,18.6
1298,6,11,5,5.6,1.0,Saturday,20:27,10.4,12.2,10.3
1299,9,13,4,7.9,2.0,Friday,08:03,13.0,3.4,30.2
1300,13,19,5,4.5,1.0,Wednesday,11:59,9.7,6.6,15.7
1301,14,20,5,8.1,1.0,Friday,11:45,9.6,13.9,35.9
1302,9,15,4,7.0,1.0,Monday,14:19,14.5,5.5,50.7
1303,10,14,4,9.1,1.0,Wednesday,17:02,6.7,25.5,37.3
1304,6,13,4,2.0,1.0,Sunday,18:36,10.8,6.7,4.9
1305,12,17,5,8.1,0.0,Tuesday,07:15,8.0,12.0,21.2
1306,6,10,4,6.0,0.0,Wednesday,21:31,3.4,1.5,9.2
1307,5,12,5,6.0,2.0,Saturday,13:08,9.2,11.4,20.2
1308,7,13,4,5.8,0.0,Tuesday,01:04,6.1,17.8,10.1
1309,11,20,4,11.7,0.0,Tuesday,16:47,9.2,24.0,44.7
1310,10,13,3,4.7,1.0,Monday,10:11,3.0,,23.7
1311,12,17,5,3.4,2.0,Thursday,19:13,12.5,6.5,14.9
1312,8,12,3,9.9,0.0,Saturday,00:37,2.1,12.1,22.1
1313,12,16,4,6.3,1.0,Friday,12:20,11.2,0.3,27.9
1314,12,14,2,10.6,2.0,Thursday,13:18,8.2,40.4,104.9
1315,8,13,3,2.7,2.0,Saturday,11:40,8.6,8.8,13.6
1316,8,12,3,4.3,2.0,Wednesday,10:56,2.4,13.0,18.9
1317,9,16,4,12.1,1.0,Thursday,11:49,6.7,27.5,44.7
1318,9,13,3,6.9,0.0,Sunday,20:07,6.1,7.6,24.7
1319,6,10,3,11.8,1.0,Wednesday,10:58,7.4,21.7,55.4
1320,6,10,4,7.0,0.0,Monday,11:51,6.8,6.2,16.9
1321,10,15,5,4.5,0.0,Saturday,18:53,13.9,4.3,15.6
1322,9,15,4,4.2,0.0,Sunday,19:03,,2.8,11.7
1323,8,14,5,10.3,0.0,Tuesday,14:18,10.5,24.3,23.2
1324,10,13,3,4.8,1.0,Monday,20:19,6.8,13.3,25.7
1325,8,12,4,5.1,2.0,Saturday,20:40,9.5,17.1,20.8
1326,6,10,4,7.5,1.0,Monday,21:58,9.2,29.0,24.1
1327,13,16,3,7.6,2.0,Saturday,15:20,,11.6,54.8
1328,6,10,4,8.3,1.0,Friday,02:38,6.6,10.2,12.5
1329,6,9,3,9.0,0.0,Tuesday,21:48,4.8,17.6,18.2
1330,11,16,4,6.6,2.0,Wednesday,13:45,9.3,11.2,32.0
1331,19,26,5,10.0,2.0,Saturday,18:52,14.7,13.0,69.5
1332,10,18,5,9.5,0.0,Saturday,17:07,12.3,14.6,29.9
1333,8,13,5,4.4,2.0,Monday,12:09,13.2,15.7,13.9
1334,12,19,6,9.8,3.0,Monday,14:23,10.1,16.8,42.3
1335,11,13,2,5.4,1.0,Monday,12:36,10.9,32.7,50.4
1336,10,16,5,5.3,0.0,Monday,19:22,13.4,10.6,14.5
1337,3,9,4,7.4,1.0,Monday,18:00,9.5,11.0,15.4
1338,7,13,5,9.3,0.0,Sunday,13:01,10.0,17.7,24.8
1339,3,8,3,12.3,,Sunday,09:26,0.0,29.3,19.4
1340,2,5,3,11.0,0.0,Saturday,11:19,8.7,39.5,16.6
1341,13,20,5,,1.0,Friday,13:34,15.3,0.0,14.5
